  Average Equal Weighted Returns -- Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
201012,10.46,8.81,8.39,9.06,9.88,11.15,9.81,9.39,8.42,7.25,11.36,8.69,7.44,6.49,6.64,9.31,9.4,6.42,6.58,5.5,7.7,7.24,5.95,5.86,4.9
201101,2.73,1.79,2.68,2.35,1.18,0.25,0.01,-0.15,-1.23,-0.91,1.65,1.81,0.43,2,-0.12,3.34,2.17,2.31,0.75,1.66,5.05,1.2,1.38,0.87,1.4
201102,5.21,5.78,4.72,5.6,5.5,3.43,4.33,5.26,6.06,7.11,4.76,6.19,4.65,5.54,8.12,3.06,3.65,3.59,4.06,6.91,3.27,3.93,5.48,4.92,2.69
201103,-2.04,1.68,2.17,2.07,-0.06,-0.29,2.44,1.88,2.06,3.38,-1.16,2.29,1.86,3.82,4.12,2.6,2.78,1.19,3.31,2.79,0.02,0.1,-0.16,0.68,0.95
201104,1.23,1.61,1.7,1.96,1.23,1.32,1.88,1.11,3.18,2.71,2.29,2.91,3.65,2.43,3.79,2.85,2.61,3,2.72,4.46,3.08,3.3,3.99,2.64,1.79
201105,-4.16,-2.45,-2.95,-3.07,-2.81,-2.37,-1.43,-1.83,-3.7,-2.77,-1.86,-0.78,-1.76,-2.43,-2.04,-0.12,-0.82,-0.48,-0.09,-2.61,-0.73,-0.42,-0.32,-1.29,-1.93
201106,-5.47,-3,-2.12,-2.75,-4.04,-3.56,-1.43,-1.75,-2.2,-3.75,-4.1,-2.06,-1.91,-1.68,-1.72,-4.25,-3.25,-2.65,-1.88,-0.22,-2.77,-1.47,-1.49,-1.17,-0.44
201107,-1.68,-0.31,1.39,-0.56,-1.06,-3.28,-3.02,-4.08,-2.56,-1.8,-4.72,-4.41,-2.92,-3.06,-2.07,-4.64,-3.59,-3.12,-2.42,-2.18,-2.14,-4.25,-3.73,-4.08,-1.06
201108,-11.29,-7.73,-8.05,-8.87,-9.89,-9.07,-6.57,-8.69,-8.52,-8.01,-8.15,-6.45,-6.14,-9.92,-8.43,-8.82,-6.75,-5.37,-6.56,-10.16,-5,-4.32,-5.3,-6.22,-6.11
201109,-12.34,-10,-10.83,-10.48,-16,-11.52,-11.59,-11.44,-13.6,-14.92,-12.63,-11.88,-9.75,-10.92,-15.45,-9.79,-8.78,-8.51,-11.89,-13.91,-8.03,-7.65,-8.74,-9.88,-13.13
201110,10.85,10.46,9.55,11.35,13.32,16.68,14.51,14.89,15.92,17.19,15.45,13.95,18.23,14.89,15.69,14.92,13.41,13.65,12.21,13.31,14.39,12.5,10.42,10.45,12.87
201111,-7,-2.04,-0.07,-0.46,-0.54,-2.99,0.27,-0.61,1.31,-1.78,-2.16,-0.46,-0.26,1.89,-0.57,-2.03,-0.63,1.15,1.63,-0.26,-3.86,-0.49,-0.15,-0.21,0.86
201112,-1.14,0.91,1.38,1.14,-0.38,-1.12,-0.31,0.05,0.4,-0.85,0.6,1,0.23,-0.11,-1.11,-0.96,-0.12,0.79,-0.19,-2.43,-3.8,-0.49,0.2,0.22,-0.18
201201,14.22,7.69,6.68,5.62,6,11.85,7.16,6.38,5.72,7.23,9.44,6.67,6.34,3.7,5.36,11.96,7.17,4.92,3.35,4.48,10.03,7.29,4.46,3.75,2.02
201202,5.3,3.03,3.82,2.13,3.12,3.39,2.69,2.96,4.34,3.71,5.82,4.33,4.9,3.77,4.22,6.33,3.23,4.67,4.02,3.72,5.07,4.3,4.18,3.18,4.88
201203,-0.01,3.39,2.97,3.46,4.13,0.64,1.27,2.95,1.72,0.7,-1.82,1.39,1.64,1.59,1.18,-1.01,2.17,1.19,2.59,1.04,-1.23,1.96,2.25,2.99,3.63
201204,-4.39,-1.58,-0.8,0.61,0.09,-2.26,-2.06,-1.77,-0.98,-0.67,-3.71,-1.76,-0.61,0.43,0.36,-3.52,-1.06,-0.12,2.01,1.98,-2.58,-1.22,-0.88,0.39,1.36
201205,-11.88,-5.53,-5.37,-4.61,-5.41,-12.01,-6.52,-5.39,-5.34,-7.8,-12.58,-7.78,-7.96,-4.52,-4.73,-13.74,-8.1,-7.36,-4.49,-6.1,-12,-8.7,-6.53,-4.66,-5.33
201206,1.66,4.17,2.89,3.11,5.46,4.95,3.91,4.19,4.35,3.69,3.08,2.32,4.55,1.75,4.28,3.62,2.75,3.2,2.74,2.01,2.79,3.44,3.86,3.63,1.72
201207,-0.19,-0.77,0.27,1.58,0.69,-1.88,-1.15,-0.62,0.33,0.56,-2.39,0.66,0.58,-0.77,-0.16,-1.31,-0.49,1.07,0.1,1.07,1.95,0.59,0.97,0.05,1.68
201208,4.25,3.01,2.18,1.61,3.28,4.97,3.11,2.02,4.03,1.81,5.56,5.22,2.71,2.84,4.82,4.53,3.6,4.14,3.22,3.65,4.42,4.76,3.26,2.25,1.25
201209,5.99,4.46,3.29,3.54,3.88,4.33,2.72,3.26,3.58,3.25,4.22,2.29,2.46,2.13,0.86,3.36,2.64,3.52,1.36,1.97,4.71,2.55,1.55,2.54,1.97
201210,-4.88,-3.1,-1.69,-1.24,-0.02,-3.17,-1.82,-2.26,-0.54,-1.33,0.41,0.09,-1.16,-2.21,0.37,-0.02,-1.5,0.03,-0.61,0.16,-1.27,-0.86,-0.21,-1.22,-1.79
201211,-3.05,0.14,-0.05,-0.73,0.13,0.37,1.29,0.77,-0.81,0.78,2.09,1.74,0.37,2.26,1.75,0.28,2.57,1.75,1.36,2.03,-0.73,0.46,1.2,1.7,1.33
201212,2.89,2.85,3.71,2.36,2.4,4.9,3.73,2.79,3.64,2.23,4.31,2.86,1.26,2.26,1.57,3.12,3.93,1.65,1.77,1.25,2.74,2.69,0.75,1.33,3.06
201301,7.26,6.42,5.98,7.96,7.32,5.29,6.26,5.25,6.03,5.56,6.1,6.56,5.42,6.57,7.74,7.66,6.08,6.93,6.73,6.97,6.01,5.24,6.22,4.98,6.19
201302,-4.08,0.11,0.23,0.53,0.12,-0.55,0.7,0.47,1.39,0.63,-1.77,0.25,1.72,0.92,1.56,-0.44,1.82,1.11,1.43,2.45,-1.15,0.18,1.9,1.19,1.75
201303,1.3,3.47,3.63,4.7,5.6,3,3.62,4.67,6.1,5.08,4.16,4.47,4.4,5.47,6.12,2.97,4.32,4.77,4.67,5.44,2.91,3.55,4.35,3.95,4.99
201304,-4.19,-0.55,-1.58,1.54,1.29,-2.46,-0.73,-0.92,0.01,-0.72,-1.81,0.07,0.76,0.74,-0.93,0.49,0.38,1.81,0.04,0.6,-0.41,1.66,2.26,1.39,2.27
201305,2.86,3.07,4.04,4.49,2.93,5.67,3.93,3.95,3.5,5.27,5.55,3.65,2.19,3.49,2.71,2.71,2.27,3.66,1.56,4.51,2.24,2.15,1.54,2.63,2.28
201306,-3.97,-0.68,0.78,1.93,0.33,-2.26,1.28,-1.42,0.33,1.44,-2.46,-0.63,0.51,-0.34,-1.56,-2.37,-1.3,-1.09,-1.54,-4.28,-2.49,-1.02,-1.13,0.08,-1.8
201307,8.53,6.59,7.06,7.82,8.16,7.3,6.36,8.12,6.16,8.22,7.31,6.18,8.17,7.87,8.39,7.3,4.98,5.92,5.68,6.39,4.41,5.52,5.74,6.39,7.27
201308,0.8,-1.31,-2.23,-1.78,-2.09,-2.62,-3.07,-2.06,-3.23,-1.95,-1.33,-3.09,-2.32,-3.39,-2.33,-1.41,-2.84,-2.19,-1.84,-2.55,-1.24,-2.51,-2.84,-3.11,-1.42
201309,3.66,4.96,6.58,5.85,6.04,2.92,3.73,6.53,6.89,8.26,5.28,4.81,5.12,5.8,7.46,3.86,5.65,4.72,4.84,6.94,2.66,3.55,4.21,4.64,5.93
201310,0.11,2.83,2.19,3.15,3.39,1.35,3.31,2.18,3.67,2.51,2.07,3.97,4.36,4.52,3.66,2.43,3.7,2.97,3.51,3.23,2.92,4.11,5.44,4.64,2.82
201311,-1.05,4.62,3.24,4.84,6.77,2.22,2.93,5.27,6.44,3.64,0.97,2.51,2.75,3.34,4.01,-0.87,0.91,1.79,2.47,2.21,-0.02,2.73,2.97,2.73,3.58
201312,2.48,2.92,1.89,2.78,3.92,2.57,1.36,1.93,1.35,2.67,3.76,3.04,2.12,2.27,2.16,2.22,3.18,1.93,3.69,3.56,2.94,2.01,3.33,3.37,3.63
201401,5.33,-0.25,-0.5,-0.69,0.24,-4.13,-2.72,-4.09,-1.87,-2.54,-2.18,-3.33,-3.78,-4.05,-3.31,-1.67,-2.79,-3.25,-3.1,0.02,-2.82,-3.4,-3.95,-4.45,0.15
201402,6.46,3.13,5.67,3.78,5.49,4.13,3.74,3.27,5.78,4.35,5.73,5.15,4.4,6.31,5.6,5,4.25,6.06,5.67,7.06,3.89,4.05,4.42,5.86,8.3
201403,-0.69,1.04,1.19,0.17,-0.73,-0.17,2.1,1.64,2.31,-1.6,0.89,1.39,1.33,0.94,-4.02,0.51,0.11,1.51,0.41,-4.11,2.29,1.04,1.13,-0.22,-2.11
201404,-1.71,-2.5,-3.28,-1.1,-5.44,-0.87,-1.63,-2.24,-3.41,-4.07,0.76,0.77,-1.84,-2.07,-5.05,1.83,-0.77,-0.3,-1.92,-4.82,1.95,2.39,0.04,-1.2,-2.27
201405,-0.99,0.89,-0.5,-0.46,-0.44,0.33,0.95,1.3,0.01,-0.88,1.06,1.31,1.1,1.58,1.42,-0.13,2.46,1.82,1.45,1.74,0.6,1.88,2.46,2.51,5.27
201406,5.17,4.74,5.15,5,5.05,5.9,6.63,4.63,4.82,6.73,6.11,5.04,4.64,3.49,8.06,3.99,3.78,5.23,3.53,4.69,3.52,2,2.39,3.48,3.35
201407,-3.79,-3.69,-3.75,-3.92,-5.92,-6.24,-4.95,-5.6,-5.55,-6.09,-4.12,-6.04,-4.44,-6.23,-5.99,-2.64,-2.37,-3.27,-4.2,-4.64,-0.1,-1.93,-3.08,-2.17,-1.59
201408,1.72,2.88,2.69,4.2,3.93,4.35,3.96,4.81,4.06,5.29,4.37,4.43,5.55,3.97,6.01,4.04,4.05,4.95,4.57,6.76,4.54,4.11,3.86,3.71,3.88
201409,-7.78,-6,-5.16,-5.35,-5.66,-7.08,-5.39,-5.74,-6.92,-6.54,-5.39,-4.69,-4.64,-5.54,-8.19,-3.72,-4.39,-4.62,-4.66,-3.68,-3.07,-2.85,-1.79,-1.88,-2.65
201410,-2.05,3.42,0.61,1.24,-0.95,4.7,5.44,8.28,3.86,1.25,3.32,3.77,4.62,2.67,-0.31,0.4,2.22,2.32,2.84,-0.55,1.05,2.61,3.29,2.32,1.24
201411,-3.25,-0.49,-1.05,-0.61,-1.79,-0.9,-0.31,-0.31,0.16,-0.33,1.86,0.97,1.22,-0.45,2,-0.35,2.17,2.58,1.76,1.08,1.04,2.37,1.79,3.06,3.72
201412,-0.41,1.95,2.15,2.02,1.15,0.39,0.87,2.3,1.15,3.11,-0.88,0.97,0.92,0.48,-0.17,-0.77,-0.31,1,0.67,-0.11,-1.32,-0.23,0.7,0.24,0.66
201501,-5.49,-3.28,-3.36,-4.63,-5.84,-7.44,-5.52,-3.64,-1.55,-0.61,-6.04,-2.79,-3.77,-2.56,-0.65,-6.71,-3.6,-1.13,-0.8,0.48,-4,-5.17,-5,-2.17,-0.61
201502,8.09,4.77,5.77,3.44,7,8.13,6.91,6.2,4.34,6.39,9.57,6.71,7.9,5.38,5.71,8.95,6.87,6,5.85,6.73,7.41,7.05,6.03,4.44,5.05
201503,-3.36,0.29,1.24,1.7,1.23,-0.54,1.83,2.07,1.67,2.53,-2.14,0.71,2.2,1.57,3.21,-3.08,0.13,0.55,0.53,1.33,-2.97,-1.5,-1.39,-0.21,0.17
201504,5.54,0.94,0.08,0.1,-1.48,3.08,-1.83,-3.31,-3.08,-4,4.71,-0.18,-1.84,-3.27,-3.18,7.08,0.67,0.13,-1.73,-2.33,6.57,1.63,0.11,-1.17,-2.35
201505,-2.17,-0.63,0.95,1.88,2.37,-0.9,0.87,0.39,2.19,5.58,-2.92,1,3.2,2.45,5.21,-4.86,-0.71,2.35,2.42,3.78,-4.3,0.61,1.25,2.02,3.79
201506,-1.58,0.69,0.85,1.73,-0.73,-2.67,0.87,2.07,1.05,1.82,-3.99,-1.8,-0.49,0.4,1.61,-4.28,-0.68,-1.55,-0.15,-0.89,-3.2,-2.08,-2.49,-1.6,-0.08
201507,-10.92,-2.67,-1.1,-2.43,-1.91,-9.02,-0.7,-2.64,1.31,0.6,-10.61,-1.21,-0.42,1.54,3.8,-8.25,0.78,2.34,1.96,3.25,-7.19,0.86,2.76,2.17,3.8
201508,-3.3,-3.19,-2.32,-3.59,-5.24,-5.15,-4.01,-4.74,-5.39,-8.2,-2.94,-5.86,-4.93,-5.87,-7.68,-4.54,-4.9,-5.01,-4.73,-8.03,-5.03,-6.15,-5.52,-6.57,-4.81
201509,-9.7,-2.77,-1.86,-0.91,-3.71,-9.7,-3.47,-5.61,-1.81,-6.67,-11.68,-4.37,-3.39,-2.5,-5.02,-8.66,-4.25,-2.09,-2.69,-4.73,-6.35,-2.81,-1.94,-2.76,-1.98
201510,5.46,5.39,3.77,5.13,5.01,8.62,6.62,5.07,3.23,3.82,8.32,6.94,3.8,6.08,4.36,8.65,6.5,5.99,5.43,4.65,10.26,7.18,6.67,5.73,4.05
201511,-2.96,0.31,2.57,3.63,2.99,2.3,2.83,3.59,3.21,4.13,-2.65,1.46,0.26,2.96,2.04,-1.87,1,2.02,1.13,0.79,-0.68,-0.63,0.56,0.49,0.38
201512,-6.27,-3.72,-1.96,-2.84,-4.41,-8.04,-4.5,-5.27,-6.21,-4.51,-7.04,-5.36,-4.49,-5.28,-3.98,-5.09,-4.42,-2.05,-1.87,-3.41,-7.37,-3.37,-1.62,-0.91,0.41
201601,-9.8,-8.57,-6.94,-6.12,-9.47,-10.14,-9.01,-9.74,-6.62,-11.89,-7.97,-8.34,-6.15,-6.24,-8.05,-5.5,-6.56,-8.28,-5.39,-7.71,-5.07,-4.46,-7.08,-6.54,-5.89
201602,5.53,2.92,1.05,-0.64,0.36,6.22,4.07,0.75,-0.5,-1.42,3.39,4.08,-0.76,-0.15,-2.65,5.64,3.22,0.79,-0.36,0.91,2.39,1.38,0.57,-0.25,-0.9
201603,13.06,7.82,7.9,4.99,4.81,13.82,8.85,8.18,7.32,7.16,12.06,6.45,7.57,6.73,6.21,10.23,10.21,8.4,7.25,5.35,5.57,8.62,6.95,6.76,5.04
201604,10.13,7,9.51,4.14,7.85,7.29,3.94,0.58,2.31,3.8,6.73,3.53,0.34,0.32,0.07,4.93,2.51,1.24,-0.42,-0.52,5.5,1.62,2.07,-1.11,0.31
201605,-2.3,-0.88,0.24,0.28,-0.04,-0.47,1.48,2.52,2.52,1.77,-1.98,1.24,3.33,2.71,2.82,-1.71,-0.31,1.99,2.85,1.87,1.32,0.15,0.79,1.27,2.07
201606,-0.05,0.05,2.63,0.33,4.53,-1.17,-1.47,-0.74,-0.85,3.91,-4.72,-2.89,-0.6,0.65,2.91,-3.2,-1.87,-1.76,2.17,2.8,-2.23,-2.77,-0.85,1.71,4.43
201607,5.94,4.16,4.27,3.51,4.46,5.47,7.24,6.14,4.53,6.14,6.56,5.37,4.13,3.24,3.35,6.71,5.13,4.74,4.43,2.54,8.53,4.26,2.71,3.1,2.03
201608,3.06,2.32,2.7,2.96,-0.16,3.66,2.4,3.31,0.57,0.06,1.1,2.6,0.46,0.26,-2.54,2.85,0.41,1.02,1.73,-1.33,1.6,1.12,0.46,-1.01,-2.24
201609,4.99,2.31,2.42,2.06,5.42,1.85,1.62,-0.36,0.46,2.3,1.88,0.35,-1.31,1.94,1.31,0.08,0.31,-0.46,-0.51,0.61,1.24,-0.02,0.67,0.23,0.82
201610,-7.03,-1.57,-2.63,-1.61,-5.85,-7.54,-5.08,-3.05,-5.48,-4.6,-5.34,-2.12,-1.7,-3.23,-4.76,-2.03,-1.81,-2.43,-3.24,-3.02,-1.8,-0.22,-0.65,-3.5,-3.03
201611,6.14,8.85,8.75,9.48,5.6,11.43,12.03,11.77,12.31,6.99,7.33,7.77,9.79,9.26,6.79,8.84,6.16,5.08,3.33,4.95,7.26,6.73,3.42,2.58,1.75
201612,2.21,5.02,5.72,4.45,1.98,1.07,2.86,3.27,4.05,0.05,1.8,1.71,0.99,1.8,0.48,0.85,-0.33,2,0.38,0.35,0.57,1.42,1.48,2.07,-0.35
201701,4.15,1.03,1.82,1.57,6.45,3.11,0.83,0.56,-0.91,4.56,3.59,1.67,1.65,1.18,2.19,2.63,2.61,2.29,1.43,2.51,4.74,2.68,2.31,2.47,4.33
201702,1.42,1.4,1.05,0.72,0.9,2.65,1.67,0.44,0.43,1.08,3.27,2.08,1.59,1.92,0.53,3.06,2.19,3.74,1.94,2.56,3.81,2.92,2.33,2.41,-0.36
201703,2.78,-0.67,0.65,0.69,-0.17,1.67,0.57,2,1.47,-0.04,-0.81,1.52,-0.2,0.48,-1.25,-0.93,1.25,1.04,0.68,0.16,-0.72,0.56,0.6,0.27,-0.05
201704,-2.22,1.49,0.54,0.6,-1.3,0.21,0.01,-0.33,0.73,0.56,-0.65,2.06,1.11,0.8,-0.31,1,1.18,0.48,0.01,0.57,0.06,1.39,1.37,0.72,0.92
201705,-3.38,-2.1,-1.81,-0.67,-2.78,-1.65,-1.34,-1.81,-3.34,-2.18,-1.21,0.18,0.24,-2.83,-1.68,-1.92,0.46,1.53,0.41,1.97,-0.74,0.78,1.36,1.75,3.89
201706,4.83,3.81,6.08,3.38,3.83,2.93,3.36,2.61,4.06,5,3.35,3.11,1.63,2.18,2.38,1.75,1.87,1.37,1.86,0.2,0.56,1.04,1.76,1.85,-0.87
201707,-0.31,0.6,0.03,1.02,1.03,0.93,2.38,1.01,-0.23,3.08,1.86,1.18,0.99,0.34,3.67,0.5,2.11,1.05,2.65,2.61,2,1.36,2.18,1.77,3.54
201708,-2.32,-0.64,-0.94,-1.17,0.27,-3.42,-2.09,-0.46,-1.3,-0.64,-2.51,-0.08,0.47,-0.85,-0.78,-3.87,-0.42,-0.04,-0.03,1.61,-2.66,0.39,-0.12,0.98,-0.06
201709,7.72,5.8,7.43,7.08,7.75,6.37,7.32,6,5.05,5.88,4.8,3.01,3.6,4.4,4.27,4.21,2.64,2.84,1.48,3.31,2.72,2.04,2.43,2.26,2.45
201710,-1.24,0.63,0.3,1.07,-0.35,-2.41,-0.35,0.14,3.22,1.3,-2.67,2.06,0.92,3.77,1.83,-1.16,0.88,3.03,3.08,4.63,-1.38,-0.17,2.79,1.07,4.15
201711,6.8,2.2,2.55,5.81,6.99,1.72,4.06,2.98,3.7,1.51,2.99,2.83,4.38,2.89,2.18,4.35,3.86,3.08,4.63,4.65,4.32,3.54,1.93,2.3,1.95
201712,7.09,1.97,3.85,1.63,5.92,1.18,-0.73,0.16,0.41,1.81,2.83,1.34,0.65,0.54,-0.86,4.94,2.6,0.01,-0.14,-0.47,5.21,1.98,0.81,0.78,-0.48
201801,2.51,3.08,1.84,3.17,5.54,1.28,1.58,1.56,3.08,3.89,1.24,2.33,3.34,2.97,6.64,3.82,3.82,3.54,5.32,7.08,3.33,3.47,4.48,4.95,8.54
201802,-5.95,-3.39,-4.33,-4.42,-6.34,-6.24,-4.11,-2.81,-4.05,-4.2,-5.08,-4.02,-3.49,-3.29,-2.48,-5.42,-3.85,-3.19,-3.85,-3.96,-8.4,-4.78,-4.04,-2.61,-1.19
201803,-0.35,2.66,2.91,0.13,-0.34,-0.49,0.98,0.38,-0.01,-0.33,1.46,1.16,0.12,-0.12,0.05,-0.03,0.21,-0.35,0.36,-0.17,-0.87,-1.88,-1.46,-1.91,-1.64
201804,2.13,0.97,1.94,0.47,0.14,2.16,1.32,-0.8,1.4,0.58,0.72,-0.39,-0.23,-0.3,1.64,3.24,-0.38,0.02,0.23,-1.52,0.74,0.92,-0.32,-0.61,0.3
201805,3.7,2.32,3.78,3.89,2.69,3.95,4.31,4.14,6.59,10.53,3.02,1.09,2.34,4.32,9.41,0.55,1.24,1.69,2.12,6.15,-2.2,1.18,0.95,1.49,5.15
201806,0.25,0.47,0.04,0.08,-1.12,3.15,1.88,-0.37,0.02,0.61,1.03,-0.43,0.2,0.32,1.41,5.1,0.52,-0.1,-0.72,-1,3.35,-0.26,-0.12,0.83,-1.13
201807,-1.8,-0.32,0.69,-1.89,-0.83,2.4,0.67,1.39,2.5,1.01,1.49,1.03,1.73,2.2,0.43,0.96,3.3,2.96,3.29,0.35,3.85,4.65,3.97,1.78,2.4
201808,0.23,2.44,2.77,1.7,6.02,2.15,2.32,2.5,3.18,6.84,1.14,3.46,2.7,2.23,8.54,-0.81,-1.35,1.12,2.99,9.27,0.93,0.43,2.77,1.85,6.05
201809,0.49,0.31,-2.86,-1.16,-0.47,-1.2,-3.14,-2.25,-3.03,-0.28,-0.84,-1.43,-2.99,-1.91,-2.62,-0.28,-1.03,-1.13,0.16,0.78,1.11,1.03,0.29,0.13,1.21
201810,-11.9,-7.84,-7.82,-9.06,-11.74,-11.1,-9.09,-8.51,-12.25,-12.85,-12.1,-8.82,-10.06,-8.36,-10.98,-7.01,-7.58,-7.64,-8.22,-13.5,-6.09,-6.69,-6.67,-7.03,-10.45
201811,-3.48,-1.49,-1.94,-1.75,-5.01,1.34,1.59,0.97,0.27,0.18,2.81,2.74,2.81,1.42,-2.33,3.68,1.7,0.66,3.7,-0.93,1.76,3.38,4.61,1.63,0.44
201812,-15.07,-10.03,-9.17,-8.79,-11.35,-12.61,-12.59,-9.69,-10.5,-11.83,-12.86,-10.62,-9.82,-10.75,-10,-11.17,-8.83,-10.09,-11.03,-8.9,-9.4,-9.76,-9.89,-8.32,-8.3
201901,19.73,9.64,8.54,9.15,11.97,15.94,11.22,10.21,9.4,8.92,15.86,14.13,8.32,9.24,11.96,12.84,10.72,9.22,8.93,11.61,14.29,9.89,8.71,7.4,7.98
201902,4.8,4.42,4.93,4.75,4.73,4.4,4.92,5.36,5.66,5.79,5.37,4.92,6.36,3.9,4.63,3.82,3.3,4.48,5.79,5.68,2.09,3.14,3.05,3.73,5.73
201903,-2,-3.42,-2.72,-2.46,-0.84,-3.19,-2.9,-2.43,-0.49,-1.3,-2.28,-2.48,-1.75,-0.42,-0.8,-2.07,0.52,1.07,1.72,0.84,0.57,-0.17,1.34,1.48,1.9
201904,0.06,1.89,1.22,1.01,0.47,3.86,3.91,2.86,2.21,1.73,4.21,6.14,3.2,2.79,3.32,4,5.08,3.97,2.15,3.35,7.2,6.61,3.15,2.55,2.17
201905,-8.98,-6.23,-4.42,-4.9,-5.95,-11.85,-8.93,-8.99,-6.19,-5.98,-11.89,-9.36,-6.12,-4.33,-3.7,-13.48,-6.9,-3.37,-4.03,-4.19,-10.8,-7.73,-5.24,-3.94,-2.21
201906,3.78,4.52,6.09,5.47,6.01,8.69,7.61,7.85,7.15,7.89,9.32,7.56,7.72,5.53,5.79,10.97,6.72,6.06,7.63,7.18,8.66,8.56,6.58,6.26,5.73
201907,-2.97,-0.81,0.23,-1.47,-3.55,-2,0.8,1.68,0.01,3.76,0.87,2.7,1.46,1.6,2.68,0.29,1.27,0.53,0.37,1.82,1.22,1.75,1.6,0.92,1.59
201908,-6.41,-4.69,-4.3,-3.65,-4.79,-8.61,-5.17,-0.79,0.37,-2.51,-11.04,-4.11,-2.91,-2.9,-3.45,-10.03,-3.45,-2.47,1.07,-0.16,-6.87,-5.15,-1.23,0.25,1.96
201909,2.67,2.51,1.94,-1.59,-3.87,5.44,3.41,2.25,1.17,-6.59,5.68,3.95,2.4,-0.14,-2.63,5.02,2.72,3.21,1.61,-5.64,4.81,2.28,3.76,0.74,-2.49
201910,-3.69,0.3,0.88,1.03,2.27,1.22,3.74,3.57,2.83,3.56,-0.07,1.81,1.17,-0.88,0.98,1.37,2.2,0.3,1.49,2.14,4.04,2.8,1.42,-0.19,-1.22
201911,0.38,2.86,2.97,3.81,2.22,5.88,3.98,2.56,4.52,4.37,4.13,4.47,3.25,2.82,6.77,4.53,3.79,4.36,4.11,4.91,7.23,4.07,3.75,2.02,2.79
201912,7.73,5.12,5.87,5.46,6.7,4.27,2.42,2.79,2.52,2.81,4.26,2.75,2.24,1.21,1.54,5.33,2.23,1.79,2.52,-0.11,3.52,1.56,2.69,2.23,2.38
202001,-1.32,-4.33,-4.57,-1.59,1.96,-6.78,-3.54,-0.6,-2.79,1.18,-5.45,-2.3,-2.62,-0.85,0.18,-5.43,-2.27,-1.36,0.46,1.4,-5.17,-0.9,-0.29,0.95,3.82
202002,-8.19,-8.3,-7.49,-8.68,-7.78,-10.95,-11.22,-8.1,-6.47,-7.21,-9.74,-10.6,-7.16,-8.6,-6.78,-8.83,-8.87,-9.96,-8.12,-7.15,-6.97,-9.36,-8.61,-8.27,-6.39
202003,-26.25,-25.12,-25.95,-23.45,-24.23,-26.09,-20.93,-21.37,-20.74,-21.83,-29.01,-21.06,-22.5,-21.65,-19.02,-25.37,-24.28,-17.68,-14.62,-15.65,-17.82,-16.47,-14.7,-13.15,-11.76
202004,25.9,15.64,16.42,17.21,22.09,22.65,14.16,12.54,20.64,20.36,18.02,13.81,10.11,15.89,13.11,16.75,14.42,12.48,12.79,17.2,13.95,11.8,10.71,10.13,14.09
202005,10.32,5.37,7.47,5.31,13.83,7.02,7.02,3.71,8.42,7.17,4.41,8.05,5.14,8.85,9.46,7.34,5.63,6.89,9.88,11.34,4.71,6.15,6.13,6.6,7.04
202006,8.94,4.06,7.79,6.27,13.09,3.68,4.06,1.27,2.14,6.3,4.98,-0.78,3.87,-0.54,0.65,2.35,1.38,-0.19,1.46,2.45,1.74,-1.57,-0.32,2.1,5.22
202007,5.84,4.64,12.7,8.29,8.99,1.23,6.64,6.08,8.27,3.72,1.19,3.83,4.7,3.89,8.31,2.37,6.43,7.01,9.15,8.08,0.5,3.29,6.03,6.85,6.44
202008,7.07,6.1,6.8,4.06,3.12,6.61,2.47,3.29,7.26,5.59,6.9,4.57,5.36,2.92,3.46,5.91,3.71,4.32,3.49,0.91,5.28,5.22,3.99,4.39,6.87
202009,-4.55,-3.24,-2.95,-4.39,-1.48,-5.96,-3.19,-2.18,-2.55,-2.24,-3.26,-4.15,-2.03,-2.01,-0.35,-3.4,-1.75,-2.15,-1.74,0.25,-5.36,-0.58,-0.81,-1.84,-2.69
202010,0.7,0.63,3.27,-0.14,-2.37,6.42,2.54,1.69,2.25,0.31,2.59,2.51,1.45,0.92,1.98,0.83,0.07,-1.29,0.15,-0.66,0.86,-3.38,-3.06,-1.44,-3.36
202011,27.18,17.02,17.81,17.09,17.29,23.55,17.66,14.14,16.22,16.09,20.08,15.15,11.97,12.05,14.41,22.63,11.92,9.76,11.4,10.06,20.9,13.14,13.02,9.82,14.67
202012,12.79,8.79,12.89,15.63,14.51,8.08,7.85,9.39,10.14,7.47,8.37,4.4,5.43,6.48,7.16,7.03,3.93,3.46,5.27,7.91,5.14,3.98,3.3,2.2,3.84
202101,14.78,9.14,9.65,22.5,18.43,1.75,1.75,0.13,6.01,9.91,0.44,0.32,1.35,2.44,8.65,1.37,-2,-2.71,-1.11,3.06,-0.52,-2.3,-3.9,-1.26,1.64
